1.74766E+12,7.697089841,0.126268241,-100,-83.82229061,-66.23110806,-76.81157725,-86.93928817,-86.05153003,-92.489023,-90.59605485,,-46.19376921,,-99.11724013,-60.02900784,-57.01981631,-81.3614863,-66.52125397,-64.42396529,-93.42061096,-100,-72.35387004,-100,-99.2413255,-98.82875443,-99.46961533,-100,-100,-100,-86.93928817,-100,-100,-73.66836312,-78.08524988,-99.33701916,-99.33701916,-99.38121788,-89.65141664,-100,-99.05149746,-100,-100,-100,-100,-87.50985277,-98.40518171,-75.13607367,-59.72605947,-59.72751133,-100,-52.45825865,-52.45825865,-52.48917146,-100,-98.94462203,-98.53746557,-100,-100,-91.43302103,-70.94377035,-69.28346399,-67.89404742,-64.69739039,-64.69739039,-64.71654065,-63.95857112,-63.95857112,-63.55812624,-61.30036886,-61.31311128,-60.99652339,-100,-100,-100,-59.4155648,-62.40946081,-93.39658157,-92.9770658,-93.00275103,-93.00275103,-100,-100,-100,-98.37226821,-98.3065471,-98.40518171,-94.95632413,-100,-97.2634932,-100,-100,-100,-99.01555566,-100,-99.05149746,-100,-100,-73.88144186,-85.82857698,-62.11439224,-87.89932006,-91.98290234,-87.89932006,-72.40512553,-93.17659594,-92.99634841,-100,-100,-100,-100,-98.87502397,-100,-78.71899659,-78.82679234,-74.25541354,-75.43496749,-99.14411308,-76.25863154,-73.33413911,-73.32231938,-73.33413911,-95.85813466,-100,-99.13958866,-99.13958866,-90.03710294,-65.44586601,-90.36627311,-93.95677385,-84.86639944,-77.21197092,-87.17543257,-100,-100,-60.39532078,-100,-92.73445805,-98.60404674,-92.36490978,-90.58152149,-100,-93.24949995,-88.80628016,-100,-93.47372842,-100,-100,-100
1.74766E+12,8.396663791,0.150687251,-100,-79.47254665,-64.53827135,-75.86855032,-88.08051953,-87.28153223,-89.5667704,-86.93173989,,-44.67497047,,-99.16513227,-57.49158379,-55.09835366,-76.23915877,-65.82505222,-63.89644185,-90.30802737,-100,-73.04740714,-100,-99.31105479,-99.00650626,-99.49913042,-100,-100,-100,-88.08051953,-100,-100,-76.13748012,-80.11231976,-99.37391303,-99.37391303,-99.41565216,-87.01612685,-100,-99.09322704,-100,-100,-100,-100,-84.25028,-98.32920138,-78.27755647,-59.07857638,-59.07949724,-100,-52.00699655,-52.00699655,-52.04456234,-100,-98.96850294,-98.48683414,-100,-100,-89.29705785,-68.67469373,-67.19802675,-65.48406622,-62.21810415,-62.21810415,-62.2258518,-67.39963811,-67.39963811,-66.80938486,-61.48142425,-61.50010699,-61.22564576,-100,-100,-100,-59.88993642,-62.68309174,-90.52840156,-91.30595952,-91.33897268,-91.33897268,-100,-100,-100,-98.28992168,-98.2114712,-98.32920138,-93.7215968,-100,-95.94440085,-100,-100,-100,-99.05132864,-100,-99.09322704,-100,-100,-73.31364628,-88.62148421,-61.59336464,-84.64214422,-88.8020108,-84.64214422,-75.59774416,-91.69197131,-91.39295487,-100,-100,-100,-100,-98.88674098,-100,-81.26042349,-81.35761496,-76.48944235,-77.72723541,-99.18848824,-78.47692845,-73.89285696,-73.88240893,-73.89285696,-94.05407916,-100,-99.18455283,-99.18455283,-87.51271047,-63.21304216,-87.94265519,-92.64764813,-80.82739072,-75.57812301,-83.69604138,-100,-100,-64.20700287,-100,-90.89353065,-98.5660205,-89.64735801,-88.22317696,-100,-91.75482189,-85.9147712,-100,-91.02363679,-100,-100,-100
1.74766E+12,9.096662799,0.14950855,-100,-75.15042712,-62.91051461,-75.13379477,-89.43056765,-88.73539747,-86.26752596,-82.83451338,,-43.26252196,,-99.23771713,-55.17147117,-53.39939136,-71.05978211,-65.20522729,-63.49791928,-86.83330757,-100,-73.89949353,-100,-99.41599007,-99.2267206,-99.54354441,-100,-100,-100,-89.43056765,-100,-100,-79.03980819,-82.49799566,-99.42943051,-99.42943051,-99.46746848,-84.41595752,-100,-99.18000505,-100,-100,-100,-100,-81.02808939,-98.33354662,-81.48123159,-58.45527077,-58.45564811,-100,-51.79284029,-51.79284029,-51.83529028,-100,-99.04313893,-98.50920861,-100,-100,-87.08394189,-66.45004858,-65.1820799,-63.20774325,-59.70511465,-59.70511465,-59.70182675,-71.4378366,-71.4378366,-70.69385506,-61.76300097,-61.78640282,-61.56051522,-100,-100,-100,-60.62238682,-63.11306213,-87.30088514,-89.65980069,-89.69852147,-89.69852147,-100,-100,-100,-98.2897262,-98.20219424,-98.33354662,-92.40460564,-100,-94.45208369,-100,-100,-100,-99.13406146,-100,-99.18000505,-100,-100,-72.71038186,-91.21854739,-61.40387104,-81.29500157,-85.2548081,-81.29500157,-78.99341971,-90.20818611,-89.78550683,-100,-100,-100,-100,-98.95297078,-100,-83.92383861,-84.00650416,-79.17240981,-80.42287684,-99.25662954,-81.08455499,-74.78481799,-74.77602347,-74.78481799,-92.08293174,-100,-99.25343889,-99.25343889,-85.02135423,-61.25799068,-85.55305999,-91.33914454,-76.81603626,-74.0991783,-80.10656358,-100,-100,-68.67503612,-100,-88.93218176,-98.5973279,-86.68891529,-85.90727211,-100,-90.25921534,-83.04597879,-100,-88.35361862,-100,-100,-100
1.74766E+12,9.796661265,0.150974128,-100,-70.98485646,-61.39399697,-74.59704388,-90.93386928,-90.35323742,-82.69215755,-78.43007982,,-41.97366896,,-99.33264965,-53.06057153,-51.87233735,-65.95436788,-64.71304717,-63.26657112,-83.16953555,-100,-74.9006096,-100,-99.5571047,-99.48375783,-99.60143193,-100,-100,-100,-90.93386928,-100,-100,-82.25507868,-85.14355027,-99.50178992,-99.50178992,-99.53500392,-81.93036512,-100,-99.31558765,-100,-100,-100,-100,-77.94193015,-98.43309256,-84.69140141,-57.88820416,-57.88806013,-100,-51.84146807,-51.84146807,-51.88642626,-100,-99.17400628,-98.61709595,-100,-100,-84.82924675,-64.25343765,-63.20971273,-61.06404097,-57.19886839,-57.19886839,-57.18575095,-75.90553262,-75.90553262,-75.0609458,-62.13133019,-62.15766956,-61.98399057,-100,-100,-100,-61.60205909,-63.68961945,-83.85308863,-88.08677339,-88.12894199,-88.12894199,-100,-100,-100,-98.38715034,-98.2953715,-98.43309256,-91.01490005,-100,-92.79195179,-100,-100,-100,-99.2680841,-100,-99.31558765,-100,-100,-72.07613199,-93.55414925,-61.48424426,-77.92564683,-81.46392788,-77.92564683,-82.50709355,-88.75853149,-88.21111095,-100,-100,-100,-100,-99.0803492,-100,-86.66586167,-86.73031391,-82.20250798,-83.41024125,-99.34630889,-83.97321582,-75.95034657,-75.94340506,-75.95034657,-89.96789551,-100,-99.34399911,-99.34399911,-82.63867545,-59.59242419,-83.27027305,-90.06049578,-72.95186225,-72.78294775,-76.47635268,-100,-100,-73.61331939,-100,-86.86718523,-98.70929516,-83.60151033,-83.70679578,-100,-88.79654739,-80.28396926,-100,-85.4911594,-100,-100,-100
1.74766E+12,10.49581996,0.116665056,-100,-67.10475911,-60.03487756,-74.24803095,-92.53486117,-92.07516374,-78.94153305,-73.8441437,,-40.82565674,,-99.44758477,-51.15078642,-50.4665996,-61.05392765,-64.39977983,-63.24057093,-79.48979532,-100,-76.04123575,-100,-99.73537205,-99.77197831,-99.67136763,-100,-100,-100,-92.53486117,-100,-100,-85.66302297,-87.95025628,-99.58920954,-99.58920954,-99.61659557,-79.63880612,-100,-99.50373099,-100,-100,-100,-100,-75.09045151,-98.64271433,-87.85236833,-57.40943803,-57.40882951,-100,-52.17855809,-52.17855809,-52.22304126,-100,-99.3665813,-98.82300313,-100,-100,-82.56854603,-62.06846366,-61.25501453,-59.05192187,-54.73981191,-54.73981191,-54.71890983,-80.63509218,-80.63509218,-79.76006607,-62.57264307,-62.59957802,-62.47893059,-100,-100,-100,-62.8180963,-64.40301119,-80.32406832,-86.63506171,-86.67777886,-86.67777886,-100,-100,-100,-98.59766269,-98.50765826,-98.64271433,-89.56202944,-100,-90.96941524,-100,-100,-100,-99.45772654,-100,-99.50373099,-100,-100,-71.41538008,-95.56267258,-61.77281709,-74.60183473,-77.5520038,-74.60183473,-86.05370704,-87.37629858,-86.70687388,-100,-100,-100,-100,-99.27551207,-100,-89.44311237,-89.48589816,-85.47792892,-86.57767809,-99.4552982,-87.03461559,-77.32976709,-77.32479578,-77.32976709,-87.73217357,-100,-99.45398577,-99.45398577,-80.44031535,-58.22805532,-81.16707993,-88.84093455,-69.35439489,-71.63724235,-72.87476224,-100,-100,-78.83575154,-100,-84.71531487,-98.91324853,-80.49707186,-81.69473677,-100,-87.40068516,-77.71280895,-100,-82.46374458,-100,-100,-100
1.74766E+12,11.19575058,0.126520478,-100,-63.6390595,-58.87931549,-74.07648925,-94.17798006,-93.8412881,-75.11652034,-69.20240952,,-39.83573058,,-99.58017742,-49.4340174,-49.13158606,-56.48947297,-64.31669325,-63.45809226,-75.96717087,-100,-77.31185237,-100,-99.95176547,-100,-99.75192613,-100,-100,-100,-94.17798006,-100,-100,-89.14337242,-90.81938638,-99.68990767,-99.68990767,-99.71058049,-77.62073699,-100,-99.74819124,-100,-100,-100,-100,-72.57230267,-98.97728707,-90.90843475,-57.0510339,-57.05005244,-100,-52.82978856,-52.82978856,-52.87020629,-100,-99.62634028,-99.13943712,-100,-100,-80.33741333,-59.87872937,-59.29207458,-57.1703484,-52.36839172,-52.36839172,-52.34258883,-85.45888133,-85.45888133,-84.64062483,-63.0731708,-63.09779899,-63.02819408,-100,-100,-100,-64.25964153,-65.24348483,-76.8528805,-85.35284974,-85.39257669,-85.39257669,-100,-100,-100,-98.93673183,-98.85570982,-98.97728707,-88.05554322,-100,-88.9898841,-100,-100,-100,-99.70731877,-100,-99.74819124,-100,-100,-70.73260951,-97.17850013,-62.20792235,-71.39131998,-73.64166951,-71.39131998,-89.54820153,-86.09477852,-85.3099023,-100,-100,-100,-100,-99.54509522,-100,-92.21221045,-92.23011087,-88.8968647,-89.81353682,-99.58136937,-90.16045896,-78.86340391,-78.8604377,-78.86340391,-85.39896904,-100,-99.58115116,-99.58115116,-78.50191515,-57.17659671,-79.31626619,-87.70969353,-66.14316036,-70.66987309,-69.37114578,-100,-100,-84.15623142,-100,-82.49334452,-99.22051424,-77.4875286,-79.94408391,-100,-86.10549574,-75.41656419,-100,-79.29885964,-100,-100,-100
1.74766E+12,11.89541387,0.104811423,-100,-60.71668206,-57.9734699,-74.07215206,-95.80766269,-95.59172217,-71.31798729,-64.63058177,,-39.02113575,,-99.72808254,-47.90216601,-47.81670468,-52.3920154,-64.5150554,-63.95730866,-72.7747462,-100,-78.70293983,-100,-100,-100,-99.84168208,-100,-100,-100,-95.80766269,-100,-100,-92.5758584,-93.65221326,-99.8021026,-99.8021026,-99.81529576,-75.95561422,-100,-100,-100,-100,-100,-100,-70.48613284,-99.4516859,-93.80390307,-56.84505325,-56.84382512,-100,-53.82083769,-53.82083769,-53.85299233,-100,-99.95875952,-99.5789049,-100,-100,-78.17142227,-57.6678375,-57.29498217,-55.41828305,-50.12505433,-50.12505433,-50.0980734,-90.20926608,-90.20926608,-89.55203106,-63.61914455,-63.63800327,-63.61463982,-100,-100,-100,-65.91583789,-66.20128786,-73.57858147,-84.28832157,-84.32088008,-84.32088008,-100,-100,-100,-99.41982632,-99.35618144,-99.4516859,-86.50499077,-100,-86.85876845,-100,-100,-100,-100,-100,-100,-100,-100,-70.03230368,-98.33601465,-62.72789282,-68.36185733,-69.85555868,-68.36185733,-92.9055184,-84.94726246,-84.05730286,-100,-100,-99.90124947,-99.90124947,-99.89573446,-100,-94.9297756,-94.91980598,-92.35750738,-93.00616688,-99.7222943,-93.24245057,-80.49158142,-80.4905729,-80.49158142,-82.99148501,-100,-99.72324756,-99.72324756,-76.89911607,-56.44976099,-77.79061738,-86.69600543,-63.43768488,-69.88865095,-66.03485684,-100,-100,-89.3886579,-100,-80.21804802,-99.64241851,-74.68480925,-78.52782601,-100,-84.94484624,-73.47930133,-100,-76.02399005,-100,-100,-100
1.74766E+12,12.59541165,0.106576195,-100,-58.46655125,-57.36349991,-74.22475267,-97.36834581,-97.26657761,-67.64680177,-60.25436494,,-38.39911753,,-99.88895506,-46.54713381,-46.47136342,-48.89256651,-65.04613426,-64.77639368,-70.0856053,-100,-80.20497853,-100,-100,-100,-99.93921012,-100,-100,-100,-97.36834581,-100,-100,-95.84021227,-96.35000961,-99.92401265,-99.92401265,-99.92907847,-74.72289426,-100,-100,-99.58499794,-99.76626142,-99.73061528,-99.73061528,-68.93059124,-100,-96.48307568,-56.82355758,-56.82224374,-100,-55.17738369,-55.17738369,-55.19647037,-100,-100,-100,-99.8021386,-99.77616552,-76.10614643,-55.4193908,-55.23782659,-53.79468829,-48.05024627,-48.05024627,-48.02664898,-94.71861246,-94.71861246,-94.34369372,-64.19679548,-64.20586165,-64.22112661,-100,-100,-100,-67.77582844,-67.26666777,-70.64022753,-83.4896613,-83.51023365,-83.51023365,-100,-99.52120862,-99.56868697,-100,-100,-100,-84.91992151,-100,-84.58147836,-100,-99.83805041,-99.83805041,-100,-100,-100,-99.74566171,-99.74566171,-69.318946,-98.96959892,-63.27106133,-65.58120148,-66.31630495,-65.58120148,-96.04059899,-83.96704154,-82.98618222,-100,-99.66009699,-99.449972,-99.449972,-100,-100,-97.55242755,-97.51183745,-95.75804903,-96.04391773,-99.8758449,-96.17229509,-82.15462399,-82.15544346,-82.15462399,-80.53292461,-100,-99.87802723,-99.87802723,-75.70755935,-56.05926079,-76.66291905,-85.82910292,-61.35749462,-69.3013869,-62.93524897,-100,-99.9287966,-94.34692983,-100,-77.9061992,-100,-72.20084255,-77.5189519,-100,-83.95260376,-71.9850867,-100,-72.66662128,-100,-99.87411042,-100
1.74766E+12,12.91364331,0.730057235,-100,-56,-56,-74,-100,-100,-63,-55,,-37,,-100,-46,-46,-45,-65,-65,-67,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-67,-100,-100,-56,-56,-100,-56,-56,-56,-100,-100,-100,-100,-100,-73,-54,-54,-53,-45,-45,-45,-100,-100,-100,-66,-66,-66,-100,-100,-100,-69,-69,-67,-82,-82,-82,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-65,-62,-62,-62,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-79,-100,-100,-100,-74,-55,-75,-84,-59,-68,-59,-100,-100,-100,-100,-75,-100,-69,-76,-100,-82,-70,-100,-70,-100,-100,-100
1.74766E+12,13.22945902,1.354765516,-100,-56.46233384,-57.2032624,-74.95970043,-100,-100,-61.07104365,-52.56743973,,-37.79549823,,-100,-44.33513317,-43.50156488,-44.17999868,-67.29405458,-67.51197279,-66.86776505,-100,-83.50165863,-96.85354837,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73.84923533,-100,-100,-98.16316968,-98.23131775,-98.28245908,-98.28245908,-67.77732612,-100,-100,-57.45261254,-57.45173772,-100,-59.07605973,-59.07605973,-59.0524395,-100,-100,-100,-97.9359566,-97.94216489,-72.41318439,-50.75279472,-50.85037573,-50.92876039,-44.55945246,-44.55945246,-44.5593617,-100,-100,-100,-65.39383373,-65.36916333,-65.42836347,-100,-100,-100,-72.0599049,-69.68114812,-66.29769971,-82.86864001,-82.84850669,-82.84850669,-100,-98.28286957,-98.26045639,-100,-100,-100,-81.68443016,-97.09695173,-79.61506886,-97.29180882,-98.1300794,-98.1300794,-100,-100,-100,-98.74092526,-98.74092526,-67.87100864,-98.42511845,-64.19173198,-61.02204755,-60.44338477,-61.02204755,-100,-82.63357466,-81.52780915,-100,-98.38631937,-98.4427371,-98.4427371,-100,-100,-100,-100,-100,-100,-100,-100,-85.35675865,-85.36053449,-85.35675865,-75.55538708,-97.73275067,-100,-100,-74.83865957,-56.32758352,-75.87117165,-84.64549309,-59.51727519,-68.73543427,-57.70852475,-100,-97.76357176,-100,-97.24292004,-73.23993992,-100,-68.6121898,-76.99338358,-100,-82.60059984,-70.63830915,-100,-65.81546831,-100,-98.07983241,-100
1.74766E+12,13.55369296,1.975146328,-100,-56.74773594,-57.66994797,-75.52151415,-100,-100,-58.25479944,-49.36328649,,-37.81062503,,-100,-43.46196784,-41.8637145,-43.03844891,-69.00867522,-69.41546795,-66.43475886,-100,-85.26422536,-94.2436526,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74.22768916,-100,-100,-97.3015359,-97.27029711,-97.3807535,-97.3807535,-68.2049203,-100,-100,-58.10935809,-58.10900995,-100,-61.58782984,-61.58782984,-61.53499111,-100,-100,-100,-96.76198692,-96.79266595,-70.81554265,-48.35315606,-48.53241503,-49.6843522,-43.1730493,-43.1730493,-43.19295057,-100,-100,-100,-65.99636433,-65.94758467,-66.01106087,-99.93975302,-99.93975302,-99.93975302,-74.43911957,-71.01074353,-64.99235607,-83.05840259,-83.00993713,-83.00993713,-100,-97.54506249,-97.47088341,-100,-100,-100,-80.05310687,-94.7809079,-76.96709168,-95.21093214,-97.05066278,-97.05066278,-100,-100,-100,-98.1822575,-98.1822575,-67.14539576,-97.25148362,-64.51434965,-59.28736952,-58.20187379,-59.28736952,-100,-82.29846106,-81.16080099,-100,-97.60358344,-97.89421795,-97.89421795,-100,-100,-100,-100,-100,-100,-100,-100,-86.83744039,-86.84229247,-86.83744039,-73.08281617,-96.18142347,-100,-100,-75.18012945,-56.97062804,-76.22462705,-84.3446966,-59.79350211,-68.74511104,-55.63032083,-100,-96.38321197,-100,-95.10324875,-70.91907712,-100,-67.58320821,-77.49110672,-100,-82.25932198,-70.81132896,-100,-62.38349648,-100,-96.94130821,-100
1.74766E+12,13.83752977,2.615018709,-100,-57.78436204,-58.46641531,-76.19919879,-100,-100,-55.74255956,-46.56785447,,-38.01178421,,-100,-42.7332279,-40.168618,-42.63804619,-71.05157095,-71.61283386,-66.6964228,-100,-87.07359398,-91.28479414,-100,-100,-100,-100,-100,-100,-100,-100,-99.76197606,-100,-100,-100,-100,-100,-75.07733142,-100,-100,-96.35335205,-96.20571026,-96.38419631,-96.38419631,-69.2137781,-100,-100,-58.96297852,-58.96332193,-99.90259962,-64.40437698,-64.40437698,-64.31835577,-100,-100,-100,-95.45011302,-95.50959308,-69.37870507,-45.952984,-46.17906033,-48.56426448,-42.01434068,-42.01434068,-42.05853387,-100,-100,-100,-66.59685866,-66.5196162,-66.57769398,-99.41554273,-99.41554273,-99.41554273,-76.93238594,-72.40890576,-64.22061802,-83.53828025,-83.45743966,-83.45743966,-100,-96.73957729,-96.60428844,-100,-100,-100,-78.42546438,-92.15978852,-74.25522452,-92.86009108,-95.85022437,-95.85022437,-100,-100,-100,-97.58993626,-97.58993626,-66.42466461,-95.56277834,-64.75039642,-57.88913841,-56.39153085,-57.88913841,-100,-82.16690733,-81.01576017,-100,-96.74338393,-97.3207232,-97.3207232,-100,-100,-100,-100,-100,-100,-100,-100,-88.2361665,-88.24186083,-88.2361665,-70.6519813,-94.43905618,-100,-100,-75.97046752,-57.91845123,-77.01104188,-84.22250742,-60.76752644,-68.92547661,-53.8866228,-100,-94.8320437,-100,-92.68484287,-68.62875733,-100,-67.0243882,-78.42504835,-100,-82.12341832,-71.47856243,-100,-58.9926502,-100,-95.67302565,-100
1.74766E+12,14.15368285,3.239556324,-100,-59.48277638,-59.56345839,-76.98248766,-100,-100,-53.52178456,-44.16199431,,-38.37845837,,-100,-42.1408149,-38.45347432,-42.91934813,-73.36925299,-74.05289803,-67.57536605,-100,-88.90720944,-88.04042177,-100,-100,-100,-100,-100,-100,-100,-100,-99.38394338,-100,-100,-100,-100,-100,-76.33809843,-100,-100,-95.32975884,-95.05793977,-95.31163295,-95.31163295,-70.73056802,-100,-100,-59.98760726,-59.98877432,-99.55550102,-67.46966301,-67.46966301,-67.34752301,-100,-100,-100,-94.0186222,-94.11021691,-68.0971425,-43.58718652,-43.82855692,-47.5674597,-41.07246267,-41.07246267,-41.14427787,-100,-100,-100,-67.1922288,-67.08256516,-67.12735135,-98.9620209,-98.9620209,-98.9620209,-79.5056897,-73.86588227,-63.94225949,-84.27221248,-84.15598063,-84.15598063,-100,-95.87549309,-95.67127566,-100,-100,-100,-76.81105209,-89.2893509,-71.51519956,-90.28888865,-94.55222144,-94.55222144,-100,-100,-100,-96.96687119,-96.96687119,-65.71329858,-93.42904975,-64.90665501,-56.80341953,-54.98187774,-56.80341953,-100,-82.22375466,-81.0758243,-100,-95.82149299,-96.725972,-96.725972,-100,-100,-100,-100,-100,-100,-100,-100,-89.55420227,-89.56053499,-89.55420227,-68.28608559,-92.5414087,-100,-100,-77.15284548,-59.14356206,-78.17513508,-84.26560369,-62.35607807,-69.25708534,-52.45698952,-100,-93.13245106,-100,-90.03884316,-66.38575438,-100,-66.89950554,-79.73663698,-99.99716472,-82.17750532,-72.58152595,-100,-55.67725637,-100,-94.2999793,-100
